cell_id,Longitude,Latitude,population,average_infected,geometry
-9.207341963383699e+18,-2.1876931,53.510486,85.0,1.0,POINT (-243532.8805228905 7077987.945178441)
-9.204271102399449e+18,-2.2010255,53.460129,70.0,1.0,POINT (-245017.0365054006 7068567.030630625)
-9.203901165702088e+18,-2.2865513,53.4123151,71.0,3.0,POINT (-254537.7250196764 7059632.221383607)
-9.191006981421672e+18,-2.262542,53.4222578,91.0,47.0,POINT (-251865.0219671313 7061489.349840532)
-9.189900713025544e+18,-2.2732829,53.4545924,72.0,6.0,POINT (-253060.6934849808 7067531.911529893)
-9.188406391547171e+18,-2.2807174,53.4401935,111.0,4.0,POINT (-253888.2982405361 7064840.53434754)
-9.181877882936622e+18,-2.2506416,53.4456535,47.0,10.0,POINT (-250540.2754968719 7065860.985444506)
-9.179986697668381e+18,-2.1951209,53.4862054,81.0,4.0,POINT (-244359.7394383438 7073444.073081244)
-9.174061010854724e+18,-2.2038998,53.4313609,108.0,1.0,POINT (-245337.0021194219 7063190.036065057)
-9.159843385638856e+18,-2.2325403,53.4393982,109.0,4.0,POINT (-248525.2479971674 7064691.907054734)
-9.150519537744452e+18,-2.2133089,53.5068476,44.0,1.0,POINT (-246384.4183371954 7077306.889135662)
-9.150088822280048e+18,-2.1860827,53.4871186,84.0,1.0,POINT (-243353.611615955 7073614.922269933)
-9.148121056844384e+18,-2.2102978,53.5077518,46.0,1.0,POINT (-246049.2242182038 7077476.136884936)
-9.146397060401699e+18,-2.2431805,53.457354,90.0,15.0,POINT (-249709.709642993 7068048.201581998)
-9.140959868106436e+18,-2.2296461,53.4609762,44.0,4.0,POINT (-248203.0671256362 7068725.434493841)
-9.138741663229698e+18,-2.2444902,53.423195,172.0,4.0,POINT (-249855.5047818688 7061664.42537001)
-9.137181435360671e+18,-2.2253374,53.5005337,13.0,1.0,POINT (-247723.4248333896 7076125.156791377)
-9.132471859214541e+18,-2.265804,53.4626989,140.0,1.0,POINT (-252228.1461443415 7069047.543315745)
-9.116477081914216e+18,-2.2521472,53.4456504,16.0,9.0,POINT (-250707.8781223203 7065860.406030312)
-9.116190489125581e+18,-2.2612248,53.4528217,119.0,15.0,POINT (-251718.3919322534 7067200.891102316)
-9.112110573945193e+18,-2.2370213,53.4330975,75.0,3.0,POINT (-249024.0706360496 7063514.517647831)
-9.108469538994464e+18,-2.2430572,53.4357819,87.0,11.0,POINT (-249695.983950835 7064016.120587965)
-9.10027126584664e+18,-2.2222706,53.4906521,50.0,2.0,POINT (-247382.0302192886 7074276.034025014)
-9.096457842332698e+18,-2.196578,53.4754168,74.0,1.0,POINT (-244521.943069018 7071425.928789664)
-9.094880705927094e+18,-2.2222189,53.4807649,35.0,2.0,POINT (-247376.2750020986 7072426.294495975)
-9.079078786806893e+18,-2.2790058,53.4087376,63.0,200.0,POINT (-253697.7638015219 7058964.111004166)
-9.074440732913974e+18,-2.192233,53.5140742,150.0,1.0,POINT (-244038.2598792956 7078659.661772195)
-9.073165450407059e+18,-2.2750563,53.4959353,209.0,1.0,POINT (-253258.1074680499 7075264.614385507)
-9.047134745425949e+18,-2.2130923,53.4637035,93.0,13.0,POINT (-246360.306537604 7069235.388509466)
-9.045484764960403e+18,-2.2025274,53.4592276,70.0,1.0,POINT (-245184.2272487766 7068398.496279987)
-9.044881486293305e+18,-2.279159,53.4321075,50.0,7.0,POINT (-253714.8179463688 7063329.535736352)
-9.022989366995021e+18,-2.2056482,53.4816935,51.0,1.0,POINT (-245531.6331147596 7072600.002599273)
-9.022927791816161e+18,-2.265658,53.4393291,39.0,5.0,POINT (-252211.8934998272 7064678.99363691)
-9.015753689935987e+18,-2.2342536,53.4771465,205.0,27.0,POINT (-248715.9716790034 7071749.456544429)
-9.012056442493738e+18,-2.2640579,53.4240521,82.0,41.0,POINT (-252033.7711832465 7061824.541036999)
-9.010265443845805e+18,-2.2344222,53.5077069,157.0,1.0,POINT (-248734.7401436577 7077467.732438164)
-9.009159554776636e+18,-2.1891369,53.4961023,80.0,1.0,POINT (-243693.603604513 7075295.865052809)
-9.004926378175579e+18,-2.217906,53.5212208,75.0,2.0,POINT (-246896.165167948 7079997.685831939)
-8.996342934489251e+18,-2.2194235,53.5230157,63.0,1.0,POINT (-247065.0924952491 7080333.771918618)
-8.995654624244665e+18,-2.2252516,53.4843546,230.0,16.0,POINT (-247713.8736218711 7073097.82102647)
-8.995200221639173e+18,-2.2475572,53.4330761,42.0,7.0,POINT (-250196.9216598661 7063510.519003453)
-8.994877886770574e+18,-2.2865332,53.4096186,58.0,2.0,POINT (-254535.7101370248 7059128.63555697)
-8.988987463027789e+18,-2.2026088,53.4763056,99.0,2.0,POINT (-245193.288654488 7071592.170692326)
-8.968344338552712e+18,-2.2524032,53.4887945,270.0,2.0,POINT (-250736.3759098552 7073928.473403189)
-8.963139107435057e+18,-2.2268978,53.510418,74.0,2.0,POINT (-247897.1277664504 7077975.216022675)
-8.953694091412768e+18,-2.2115682,53.4601108,131.0,4.0,POINT (-246190.644501753 7068563.627749558)
-8.943984299139856e+18,-2.2579624,53.4114815,81.0,5.0,POINT (-251355.2232272938 7059476.538706549)
-8.943107289932849e+18,-2.2777947,53.4536831,60.0,1.0,POINT (-253562.9447639166 7067361.922301208)
-8.938691708062763e+18,-2.1890528,53.4772267,34.0,1.0,POINT (-243684.241636265 7071764.457688295)
-8.932390757387278e+18,-2.2160727,53.4574062,183.0,6.0,POINT (-246692.0831484923 7068057.960863919)
-8.931963604232022e+18,-2.2086354,53.4762952,88.0,2.0,POINT (-245864.1666981411 7071590.225447458)
-8.927705407691117e+18,-2.2640523,53.4231533,82.0,53.0,POINT (-252033.1477941421 7061656.635435835)
-8.917926015214285e+18,-2.2236027,53.4573923,57.0,4.0,POINT (-247530.3189147136 7068055.362126757)
-8.917608695507056e+18,-2.2762305,53.4446982,125.0,4.0,POINT (-253388.8188167461 7065682.434416143)
-8.915562401775263e+18,-2.2671747,53.4411234,50.0,9.0,POINT (-252380.7317715355 7065014.319491465)
-8.914764095853446e+18,-2.2399809,53.424103,28.0,1.0,POINT (-249353.5318016617 7061834.049815769)
-8.913844776342745e+18,-2.2385668,53.4402852,73.0,8.0,POINT (-249196.1149088275 7064857.671609789)
-8.912189203692276e+18,-2.1994351,53.4421547,118.0,1.0,POINT (-244839.9939880182 7065207.059307533)
-8.911910543952341e+18,-2.235915,53.5050074,210.0,4.0,POINT (-248900.9178797556 7076962.452478346)
-8.908380653343047e+18,-2.2669886,53.4114616,15.0,9.0,POINT (-252360.0152157503 7059472.82223088)
-8.888545960092948e+18,-2.2673328,53.4662909,55.0,5.0,POINT (-252398.3313818009 7069719.214130382)
